id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma,data,mes,ano
1510654656,579d0840-023d-34fe-bcd4-5543272ae854,-24.902,-50.904,2020-09-07 17:25:00,Brasil,PARANA,IVAI,Mata Atlântica,2020-09-07 17:25:00,9,2020
1510654657,9394df0d-ebd9-30db-850a-c70f093a1801,-24.937,-51.303,2020-09-07 17:25:00,Brasil,PARANA,PRUDENTOPOLIS,Mata Atlântica,2020-09-07 17:25:00,9,2020
1510654658,c0b857db-cd35-30cf-bfaf-e8cd32bb2ab4,-24.949,-51.07,2020-09-07 17:25:00,Brasil,PARANA,PRUDENTOPOLIS,Mata Atlântica,2020-09-07 17:25:00,9,2020
1510654659,7ff5147d-5505-3e7a-975f-d5ac4634202c,-24.953,-50.887,2020-09-07 17:25:00,Brasil,PARANA,IVAI,Mata Atlântica,2020-09-07 17:25:00,9,2020
1510654660,6e100eb8-8bd7-3e92-b9c7-f5715f8cf88f,-24.962,-50.886,2020-09-07 17:25:00,Brasil,PARANA,IVAI,Mata Atlântica,2020-09-07 17:25:00,9,2020
1510654661,09bb2fd6-8047-3b26-be2e-2deb6e1e7c43,-24.969,-50.989,2020-09-07 17:25:00,Brasil,PARANA,IVAI,Mata Atlântica,2020-09-07 17:25:00,9,2020
1510654662,a1277fa6-cc70-315e-b95f-c20ae4e3718f,-24.971,-51.001,2020-09-07 17:25:00,Brasil,PARANA,IVAI,Mata Atlântica,2020-09-07 17:25:00,9,2020
1510654663,f8ad2c54-483e-3cdf-950e-d71093aa7735,-24.972,-50.942,2020-09-07 17:25:00,Brasil,PARANA,IVAI,Mata Atlântica,2020-09-07 17:25:00,9,2020
1510654664,6cc9c6c5-85e7-354d-9240-0bbde989ec54,-24.973,-50.954,2020-09-07 17:25:00,Brasil,PARANA,IVAI,Mata Atlântica,2020-09-07 17:25:00,9,2020
1510654665,3867b52b-eb6d-33b4-81bf-c264ef1e51ea,-24.981,-50.624,2020-09-07 17:25:00,Brasil,PARANA,IPIRANGA,Mata Atlântica,2020-09-07 17:25:00,9,2020
1510654666,837684ca-f107-3f9e-9cad-afdde90a5bc1,-24.981,-50.63,2020-09-07 17:25:00,Brasil,PARANA,IPIRANGA,Mata Atlântica,2020-09-07 17:25:00,9,2020
1510654667,6cf37745-4960-3687-8589-031609aa59ad,-24.981,-51.272,2020-09-07 17:25:00,Brasil,PARANA,PRUDENTOPOLIS,Mata Atlântica,2020-09-07 17:25:00,9,2020
1510654668,6bb41bb7-4ed7-3ed8-b7a5-f5edbae28d45,-24.99,-51.056,2020-09-07 17:25:00,Brasil,PARANA,PRUDENTOPOLIS,Mata Atlântica,2020-09-07 17:25:00,9,2020
1510654669,c22e18b9-434e-3c54-93d4-c4abef2f08d3,-24.993,-51.136,2020-09-07 17:25:00,Brasil,PARANA,PRUDENTOPOLIS,Mata Atlântica,2020-09-07 17:25:00,9,2020
1510654670,ab956f7a-5668-37cc-bfc7-62431aecae9a,-25.008,-50.982,2020-09-07 17:25:00,Brasil,PARANA,PRUDENTOPOLIS,Mata Atlântica,2020-09-07 17:25:00,9,2020
1510654671,678007a8-c231-30ae-ba4c-e9e2d106bb19,-25.042,-51.196,2020-09-07 17:25:00,Brasil,PARANA,PRUDENTOPOLIS,Mata Atlântica,2020-09-07 17:25:00,9,2020
1510654672,4145ec8c-fde7-3fc0-9e47-47da7bc8f43a,-25.064,-51.07,2020-09-07 17:25:00,Brasil,PARANA,PRUDENTOPOLIS,Mata Atlântica,2020-09-07 17:25:00,9,2020
1510654673,383e06fc-08b2-3c76-bde0-923886237371,-25.067,-50.965,2020-09-07 17:25:00,Brasil,PARANA,PRUDENTOPOLIS,Mata Atlântica,2020-09-07 17:25:00,9,2020
1510654674,95c0c726-82df-39a3-9bff-80149d212ef7,-25.081,-49.142,2020-09-07 17:25:00,Brasil,PARANA,CERRO AZUL,Mata Atlântica,2020-09-07 17:25:00,9,2020
1510654675,7dc617cb-fe58-3d01-9a10-1121d54de111,-25.084,-49.156,2020-09-07 17:25:00,Brasil,PARANA,CERRO AZUL,Mata Atlântica,2020-09-07 17:25:00,9,2020
1510654676,2f5bcc66-eef2-324a-8023-17181d38ab25,-25.126,-51.208,2020-09-07 17:25:00,Brasil,PARANA,PRUDENTOPOLIS,Mata Atlântica,2020-09-07 17:25:00,9,2020
1510654677,5e3171ca-354d-305a-b2b5-54366d5a4ff4,-25.127,-51.219,2020-09-07 17:25:00,Brasil,PARANA,PRUDENTOPOLIS,Mata Atlântica,2020-09-07 17:25:00,9,2020
1510654678,b62c5c2e-3a40-34b8-b6ef-d2422a941a42,-25.842,-51.716,2020-09-07 17:25:00,Brasil,PARANA,PINHAO,Mata Atlântica,2020-09-07 17:25:00,9,2020
1510654679,2a3cf013-6bb8-3e76-a1d9-244be3dabbca,-25.922,-51.235,2020-09-07 17:25:00,Brasil,PARANA,CRUZ MACHADO,Mata Atlântica,2020-09-07 17:25:00,9,2020
1510654680,739fd015-16c3-332f-b8e9-4e42d9625012,-25.997,-51.221,2020-09-07 17:25:00,Brasil,PARANA,CRUZ MACHADO,Mata Atlântica,2020-09-07 17:25:00,9,2020
1510654583,1404a923-faf9-3176-9f0d-e1abab99b48c,-24.383,-49.925,2020-09-07 17:25:00,Brasil,PARANA,PIRAI DO SUL,Cerrado,2020-09-07 17:25:00,9,2020
1510655430,5b8e2e70-d2f6-3479-871a-2551f0cad848,-23.355,-52.503,2020-09-07 17:25:00,Brasil,PARANA,SAO CARLOS DO IVAI,Mata Atlântica,2020-09-07 17:25:00,9,2020
1510655433,52b8eb64-ae9e-38dd-9b70-d475084d4575,-23.37,-52.013,2020-09-07 17:25:00,Brasil,PARANA,MARINGA,Mata Atlântica,2020-09-07 17:25:00,9,2020
1510655435,ab1ed72a-3402-3171-b3a7-c122577c9526,-23.852,-52.56,2020-09-07 17:25:00,Brasil,PARANA,ARARUNA,Mata Atlântica,2020-09-07 17:25:00,9,2020
1510655436,d35f4134-db9b-3550-87cb-88a778b871a6,-23.861,-52.559,2020-09-07 17:25:00,Brasil,PARANA,ARARUNA,Mata Atlântica,2020-09-07 17:25:00,9,2020
1510655438,f87530e8-99b7-395e-84b6-359c5af2351c,-24.005,-52.775,2020-09-07 17:25:00,Brasil,PARANA,TUNEIRAS DO OESTE,Mata Atlântica,2020-09-07 17:25:00,9,2020
1510655439,44a9036a-d7c6-3909-804c-555244550af4,-24.185,-51.28,2020-09-07 17:25:00,Brasil,PARANA,ORTIGUEIRA,Mata Atlântica,2020-09-07 17:25:00,9,2020
1510655441,11c474d7-cb3a-3413-bf92-ba3caa741368,-24.242,-50.994,2020-09-07 17:25:00,Brasil,PARANA,ORTIGUEIRA,Mata Atlântica,2020-09-07 17:25:00,9,2020
1510652810,c8bb8d2d-85ea-3717-b00a-f529c619f209,-6.816,-52.782,2020-09-07 17:30:00,Brasil,PARA,SAO FELIX DO XINGU,Amazônia,2020-09-07 17:30:00,9,2020
1510653049,06134ecc-47d3-3e5c-823b-de817a9c77f5,-6.94,-55.058,2020-09-07 17:30:00,Brasil,PARA,ALTAMIRA,Amazônia,2020-09-07 17:30:00,9,2020
1510899174,0a01a02a-2de6-3426-9945-0a0614d461b3,-4.399,-50.782,2020-09-08 16:35:00,Brasil,PARA,NOVO REPARTIMENTO,Amazônia,2020-09-08 16:35:00,9,2020
1510899175,a2ba0a37-bc02-3edc-9139-1941943da141,-4.41,-50.773,2020-09-08 16:35:00,Brasil,PARA,NOVO REPARTIMENTO,Amazônia,2020-09-08 16:35:00,9,2020
1510900012,f8ab1efc-9db3-37b9-a05c-4090012a0516,-5.608,-49.06,2020-09-08 16:35:00,Brasil,PARA,MARABA,Amazônia,2020-09-08 16:35:00,9,2020
1510898835,6c941848-67ad-3bdc-b5a7-d4178722d228,-6.772,-51.021,2020-09-08 16:35:00,Brasil,PARA,OURILANDIA DO NORTE,Amazônia,2020-09-08 16:35:00,9,2020
1510898836,36f499bc-7750-3a4e-97f3-130a24c74e71,-6.778,-50.745,2020-09-08 16:35:00,Brasil,PARA,AGUA AZUL DO NORTE,Amazônia,2020-09-08 16:35:00,9,2020
1510898837,332a30e3-fc71-3a97-a02a-45d60a4fada9,-6.851,-50.986,2020-09-08 16:35:00,Brasil,PARA,OURILANDIA DO NORTE,Amazônia,2020-09-08 16:35:00,9,2020
1510898833,10f1ffc9-0c0e-3045-8fb3-2f68205b946e,-6.765,-51.029,2020-09-08 16:35:00,Brasil,PARA,OURILANDIA DO NORTE,Amazônia,2020-09-08 16:35:00,9,2020
1510898834,2ab86446-6e03-3eae-982b-125d1c2565f3,-6.767,-50.731,2020-09-08 16:35:00,Brasil,PARA,AGUA AZUL DO NORTE,Amazônia,2020-09-08 16:35:00,9,2020
1510899145,769aa4c6-3f12-343c-a024-df1d441285dc,-7.677,-50.984,2020-09-08 16:30:00,Brasil,PARA,CUMARU DO NORTE,Amazônia,2020-09-08 16:30:00,9,2020
1510899146,38ec9e46-3668-375d-b9d4-5e4a158b504a,-7.688,-50.957,2020-09-08 16:30:00,Brasil,PARA,CUMARU DO NORTE,Amazônia,2020-09-08 16:30:00,9,2020
1510899147,12a736f4-eb58-3196-a31f-b4684d791d60,-7.682,-50.966,2020-09-08 16:30:00,Brasil,PARA,CUMARU DO NORTE,Amazônia,2020-09-08 16:30:00,9,2020
1510899170,f33d8190-14bc-32f0-9c04-37ca3f569054,-3.911,-50.071,2020-09-08 16:35:00,Brasil,PARA,PACAJA,Amazônia,2020-09-08 16:35:00,9,2020
1510900388,ef457b63-8040-3239-b374-4e8c02368e9c,-6.22,-52.644,2020-09-08 16:35:00,Brasil,PARA,SAO FELIX DO XINGU,Amazônia,2020-09-08 16:35:00,9,2020
1510900389,38331724-712e-3d8d-9fd6-a2fbb91393d9,-6.224,-52.675,2020-09-08 16:35:00,Brasil,PARA,SAO FELIX DO XINGU,Amazônia,2020-09-08 16:35:00,9,2020
1510900390,60533b6f-37c1-3700-906f-591259e57940,-6.278,-52.63,2020-09-08 16:35:00,Brasil,PARA,SAO FELIX DO XINGU,Amazônia,2020-09-08 16:35:00,9,2020
1510900391,000b5f45-172d-39f5-bd43-b707f85b0ed2,-8.157,-49.531,2020-09-08 16:30:00,Brasil,PARA,CONCEICAO DO ARAGUAIA,Amazônia,2020-09-08 16:30:00,9,2020
1510899928,a753c7e8-a5f1-3eb3-b624-c7c545dbaa12,-2.096,-47.818,2020-09-08 16:35:00,Brasil,PARA,SAO DOMINGOS DO CAPIM,Amazônia,2020-09-08 16:35:00,9,2020
1510898856,85bd4def-21a3-3ab8-a026-2fcf5ec31a96,-7.125,-50.609,2020-09-08 16:30:00,Brasil,PARA,OURILANDIA DO NORTE,Amazônia,2020-09-08 16:30:00,9,2020
1510898857,929fca05-e25b-333b-ba5c-7d589a3749b4,-7.384,-50.881,2020-09-08 16:30:00,Brasil,PARA,BANNACH,Amazônia,2020-09-08 16:30:00,9,2020
1510898859,53c099d1-24d2-3e4b-89da-114632d70a63,-7.113,-50.595,2020-09-08 16:30:00,Brasil,PARA,OURILANDIA DO NORTE,Amazônia,2020-09-08 16:30:00,9,2020
1510898860,ff0bea24-b62e-3991-9341-2f2e235ea91d,-7.39,-50.875,2020-09-08 16:30:00,Brasil,PARA,BANNACH,Amazônia,2020-09-08 16:30:00,9,2020
1510898861,4bc579fc-278d-3f11-82c9-6d7cbba35c21,-7.393,-50.897,2020-09-08 16:30:00,Brasil,PARA,BANNACH,Amazônia,2020-09-08 16:30:00,9,2020
1510898942,7f91a42b-eea8-32d0-8f3b-e9d6927251a9,-5.607,-49.069,2020-09-08 16:35:00,Brasil,PARA,MARABA,Amazônia,2020-09-08 16:35:00,9,2020
1510900056,457ceca5-3302-3f32-97c3-68a66d31c356,-5.908,-53.291,2020-09-08 16:35:00,Brasil,PARA,ALTAMIRA,Amazônia,2020-09-08 16:35:00,9,2020
1510900065,e651649a-5213-34a7-bcc9-c8302b4a15a0,-5.922,-53.328,2020-09-08 16:35:00,Brasil,PARA,ALTAMIRA,Amazônia,2020-09-08 16:35:00,9,2020
1510900060,f8633380-1c45-3757-a148-f5632fb09f63,-5.917,-53.295,2020-09-08 16:35:00,Brasil,PARA,ALTAMIRA,Amazônia,2020-09-08 16:35:00,9,2020
1510900082,589112a4-dd3b-3aac-8440-c9a6cfefe6d8,-6.945,-38.436,2020-09-08 16:30:00,Brasil,PARAIBA,CAJAZEIRAS,Caatinga,2020-09-08 16:30:00,9,2020
1510900083,e09dd03d-6fa2-3390-af39-4c0e6ab7ab2a,-6.056,-53.66,2020-09-08 16:35:00,Brasil,PARA,ALTAMIRA,Amazônia,2020-09-08 16:35:00,9,2020
1510900084,791258f2-c514-3a89-bb54-150cdc3dbb35,-6.091,-53.92,2020-09-08 16:35:00,Brasil,PARA,ALTAMIRA,Amazônia,2020-09-08 16:35:00,9,2020
1510900085,667cbebf-ea18-3d09-8b59-1b8d9a5fef26,-7.328,-37.709,2020-09-08 16:30:00,Brasil,PARAIBA,OLHO D'AGUA,Caatinga,2020-09-08 16:30:00,9,2020
1510900086,97d30a82-045b-3e89-b21a-edaa3bbc8a61,-7.331,-37.727,2020-09-08 16:30:00,Brasil,PARAIBA,OLHO D'AGUA,Caatinga,2020-09-08 16:30:00,9,2020
1510900087,2bfa3b6b-f45d-3490-a618-3ad02a0608b0,-6.094,-53.912,2020-09-08 16:35:00,Brasil,PARA,ALTAMIRA,Amazônia,2020-09-08 16:35:00,9,2020
1510900097,26e3e0d3-c08a-33d4-8aed-b8f81e07d3dd,-6.17,-53.826,2020-09-08 16:35:00,Brasil,PARA,ALTAMIRA,Amazônia,2020-09-08 16:35:00,9,2020
1510900099,e50b5960-5f84-370c-a21d-e61974f84fa9,-6.252,-37.463,2020-09-08 16:30:00,Brasil,PARAIBA,SAO JOSE DO BREJO DO CRUZ,Caatinga,2020-09-08 16:30:00,9,2020
1510900100,e17e039e-3bbc-3c8c-92ac-7f33336a4829,-6.338,-53.564,2020-09-08 16:35:00,Brasil,PARA,ALTAMIRA,Amazônia,2020-09-08 16:35:00,9,2020
1510900119,219c5c85-9be7-3227-9ab8-00233f50e3d3,-3.395,-52.935,2020-09-08 16:35:00,Brasil,PARA,MEDICILANDIA,Amazônia,2020-09-08 16:35:00,9,2020
1510900122,d28250e2-6b75-3f87-a7b8-ce20189f7396,-4.088,-53.553,2020-09-08 16:35:00,Brasil,PARA,ALTAMIRA,Amazônia,2020-09-08 16:35:00,9,2020
1510900111,cfde82ee-5984-336a-a558-e3904a27067c,-7.538,-34.957,2020-09-08 16:30:00,Brasil,PARAIBA,CAAPORA,Mata Atlântica,2020-09-08 16:30:00,9,2020
1510900112,a41980b5-ad63-3d70-ae6a-33472f01de27,-6.364,-53.59,2020-09-08 16:35:00,Brasil,PARA,ALTAMIRA,Amazônia,2020-09-08 16:35:00,9,2020
1510900117,71cefbb9-5889-3aa7-9b2b-900e5970b083,-3.912,-52.379,2020-09-08 16:35:00,Brasil,PARA,ALTAMIRA,Amazônia,2020-09-08 16:35:00,9,2020
1510900280,81cf9e8b-0088-33fa-8942-6880a353742a,-8.224,-49.529,2020-09-08 16:30:00,Brasil,PARA,CONCEICAO DO ARAGUAIA,Amazônia,2020-09-08 16:30:00,9,2020
1510900315,2e899ccf-4c09-36b0-9af9-3e0ee72c1116,-7.026,-52.649,2020-09-08 16:35:00,Brasil,PARA,SAO FELIX DO XINGU,Amazônia,2020-09-08 16:35:00,9,2020
1510900426,8d3a1cfa-6308-34ea-b3c9-c3c53dfe4084,-3.853,-52.083,2020-09-08 16:35:00,Brasil,PARA,SENADOR JOSE PORFIRIO,Amazônia,2020-09-08 16:35:00,9,2020
1510900427,7e22f16d-4125-3343-8455-edd3bfebbb04,-3.797,-51.74,2020-09-08 16:35:00,Brasil,PARA,SENADOR JOSE PORFIRIO,Amazônia,2020-09-08 16:35:00,9,2020
1511112134,55eb63bf-c78e-32c6-879e-ddef686cc517,-6.586,-56.593,2020-09-09 17:15:00,Brasil,PARA,ITAITUBA,Amazônia,2020-09-09 17:15:00,9,2020
1511112430,b30d74a3-9436-3f9d-8b85-1084d36092ed,-7.225,-55.07,2020-09-09 17:15:00,Brasil,PARA,ALTAMIRA,Amazônia,2020-09-09 17:15:00,9,2020
1511112482,84f9f92e-fa82-35af-b784-e2c036510759,-7.501,-49.621,2020-09-09 17:15:00,Brasil,PARA,FLORESTA DO ARAGUAIA,Amazônia,2020-09-09 17:15:00,9,2020
1511112714,6eaa65c0-041b-308f-b5fd-e1139a8de2f4,-8.236,-54.801,2020-09-09 17:15:00,Brasil,PARA,ALTAMIRA,Amazônia,2020-09-09 17:15:00,9,2020
1511112767,494c2e4e-7ef8-3755-9e2d-2132de1fb32f,-1.446,-55.838,2020-09-09 17:15:00,Brasil,PARA,ORIXIMINA,Amazônia,2020-09-09 17:15:00,9,2020
1511114045,9165c651-0de1-3358-9b3b-f4852874bd8e,-1.626,-55.165,2020-09-09 17:15:00,Brasil,PARA,CURUA,Amazônia,2020-09-09 17:15:00,9,2020
1511114059,a0e62afc-a87f-3177-9dfb-4712f2bcaac2,-8.713,-49.724,2020-09-09 17:15:00,Brasil,PARA,CONCEICAO DO ARAGUAIA,Amazônia,2020-09-09 17:15:00,9,2020
1511114577,75c2a277-4af0-3daa-8751-ec4b6026760a,-3.647,-54.692,2020-09-09 17:15:00,Brasil,PARA,PLACAS,Amazônia,2020-09-09 17:15:00,9,2020
1511114658,b1ee78e7-89b0-3613-aff1-2ca89f5f6b53,-3.741,-51.796,2020-09-09 17:15:00,Brasil,PARA,SENADOR JOSE PORFIRIO,Amazônia,2020-09-09 17:15:00,9,2020
1511114819,1a83465f-49e1-3120-9488-610e648dfb76,-4.222,-56.398,2020-09-09 17:15:00,Brasil,PARA,ITAITUBA,Amazônia,2020-09-09 17:15:00,9,2020
1511114818,a6b25068-997f-3f4c-976b-fbfac12f1bc2,-4.218,-55.267,2020-09-09 17:15:00,Brasil,PARA,RUROPOLIS,Amazônia,2020-09-09 17:15:00,9,2020
1510900441,bbdfaba4-311c-3036-a6a1-926bdefff62e,-2.915,-51.397,2020-09-08 16:35:00,Brasil,PARA,ANAPU,Amazônia,2020-09-08 16:35:00,9,2020
1510900440,da9d0a28-09ea-38bb-90be-d8cea33e8384,-2.92,-51.402,2020-09-08 16:35:00,Brasil,PARA,ANAPU,Amazônia,2020-09-08 16:35:00,9,2020
1510900439,a1424e08-abec-3b11-a556-e5bd2f6cfaa7,-2.912,-51.376,2020-09-08 16:35:00,Brasil,PARA,ANAPU,Amazônia,2020-09-08 16:35:00,9,2020
1510900438,a237d383-cc07-3a96-9102-0ccdc843f067,-2.847,-51.077,2020-09-08 16:35:00,Brasil,PARA,PORTEL,Amazônia,2020-09-08 16:35:00,9,2020
1510900437,ca5f1da1-6357-3720-b585-ff65b311fdf7,-4.565,-50.954,2020-09-08 16:35:00,Brasil,PARA,ANAPU,Amazônia,2020-09-08 16:35:00,9,2020
1510900436,65e8a4b6-d5ad-3295-9613-b62e81127202,-4.337,-50.914,2020-09-08 16:35:00,Brasil,PARA,NOVO REPARTIMENTO,Amazônia,2020-09-08 16:35:00,9,2020
1510900430,91f065d0-1c1e-3219-99d8-645c77d86103,-3.863,-52.125,2020-09-08 16:35:00,Brasil,PARA,SENADOR JOSE PORFIRIO,Amazônia,2020-09-08 16:35:00,9,2020
1510900429,97e65633-057e-3ba3-9b6b-2f73621677d1,-3.859,-52.1,2020-09-08 16:35:00,Brasil,PARA,SENADOR JOSE PORFIRIO,Amazônia,2020-09-08 16:35:00,9,2020
1510900428,32fe73f8-08eb-36bf-b43c-c009141cb2c9,-3.856,-52.108,2020-09-08 16:35:00,Brasil,PARA,SENADOR JOSE PORFIRIO,Amazônia,2020-09-08 16:35:00,9,2020
1510900419,7d62ac89-10b0-3cd8-977c-a41164df5c6b,-3.788,-51.725,2020-09-08 16:35:00,Brasil,PARA,SENADOR JOSE PORFIRIO,Amazônia,2020-09-08 16:35:00,9,2020
1510900418,0547c530-2f4e-3582-a172-76419bd306bb,-3.742,-51.803,2020-09-08 16:35:00,Brasil,PARA,SENADOR JOSE PORFIRIO,Amazônia,2020-09-08 16:35:00,9,2020
1510900417,91f99e52-6c3d-3dff-84b3-b1ad0f64ee77,-5.311,-51.067,2020-09-08 16:35:00,Brasil,PARA,SAO FELIX DO XINGU,Amazônia,2020-09-08 16:35:00,9,2020
1510900416,e146c632-6787-3c29-8f1a-3112a86a477f,-5.332,-51.222,2020-09-08 16:35:00,Brasil,PARA,SAO FELIX DO XINGU,Amazônia,2020-09-08 16:35:00,9,2020
1510900415,7916b9b6-62ba-3a41-be04-869ce54affc4,-5.906,-51.638,2020-09-08 16:35:00,Brasil,PARA,SAO FELIX DO XINGU,Amazônia,2020-09-08 16:35:00,9,2020
1510900368,b73241c1-ce53-3cd7-b2f3-3755596fecac,-7.129,-52.918,2020-09-08 16:35:00,Brasil,PARA,SAO FELIX DO XINGU,Amazônia,2020-09-08 16:35:00,9,2020
1510900330,999cdd8a-399f-3a7a-a406-6aef3b4b6ada,-7.093,-52.63,2020-09-08 16:35:00,Brasil,PARA,SAO FELIX DO XINGU,Amazônia,2020-09-08 16:35:00,9,2020
1510900303,636d9271-848a-3cf5-bce3-74815d5f7288,-6.976,-51.932,2020-09-08 16:35:00,Brasil,PARA,SAO FELIX DO XINGU,Amazônia,2020-09-08 16:35:00,9,2020
